dblp_key	custom_key	venue	year	author_label	base_key	original_bib_key
journals/jacm/Feit84	JACM:Feit84	jacm	1984	Feit	JACM:Feit84	DBLP:journals/jacm/Feit84
journals/jacm/FeketeKL98	JACM:FekKaaLyn98	jacm	1998	FekKaaLyn	JACM:FekKaaLyn98	DBLP:journals/jacm/FeketeKL98
journals/jacm/FeldsteinG76	JACM:FelGoo76	jacm	1976	FelGoo	JACM:FelGoo76	DBLP:journals/jacm/FeldsteinG76
journals/jacm/FellowsL88	JACM:FelLan88	jacm	1988	FelLan	JACM:FelLan88	DBLP:journals/jacm/FellowsL88
journals/jacm/FennerL74	JACM:FenLoi74	jacm	1974	FenLoi	JACM:FenLoi74	DBLP:journals/jacm/FennerL74
journals/jacm/FerraginaG99	JACM:FerGro99	jacm	1999	FerGro	JACM:FerGro99	DBLP:journals/jacm/FerraginaG99
journals/jacm/FerraginaM05	JACM:FerMan05	jacm	2005	FerMan	JACM:FerMan05	DBLP:journals/jacm/FerraginaM05
journals/jacm/FernandesPS98	JACM:FerPlaSte98	jacm	1998	FerPlaSte	JACM:FerPlaSte98	DBLP:journals/jacm/FernandesPS98
journals/jacm/Ferguson60	JACM:Ferguson60	jacm	1960	Ferguson	JACM:Ferguson60	DBLP:journals/jacm/Ferguson60
journals/jacm/Ferguson64	JACM:Ferguson64	jacm	1964	Ferguson	JACM:Ferguson64	DBLP:journals/jacm/Ferguson64
journals/jacm/FichHS98	JACM:FicHerSha98	jacm	1998	FicHerSha	JACM:FicHerSha98	DBLP:journals/jacm/FichHS98
journals/jacm/FichT88	JACM:FicTom88	jacm	1988	FicTom	JACM:FicTom88	DBLP:journals/jacm/FichT88
journals/jacm/FiducciaZ77	JACM:FidZal77	jacm	1977	FidZal	JACM:FidZal77	DBLP:journals/jacm/FiducciaZ77
journals/jacm/Fike59	JACM:Fike59	jacm	1959	Fike	JACM:Fike59	DBLP:journals/jacm/Fike59
journals/jacm/FisherH80	JACM:FisHoc80	jacm	1980	FisHoc	JACM:FisHoc80	DBLP:journals/jacm/FisherH80
journals/jacm/FischerLP85	JACM:FisLynPat85	jacm	1985	FisLynPat	JACM:FisLynPat85	DBLP:journals/jacm/FischerLP85
journals/jacm/FisherMW10	JACM:FisManWal10	jacm	2010	FisManWal	JACM:FisManWal10	DBLP:journals/jacm/FisherMW10
journals/jacm/FischerMR72	JACM:FisMeyRos72	jacm	1972	FisMeyRos	JACM:FisMeyRos72	DBLP:journals/jacm/FischerMR72
journals/jacm/FishmanM79	JACM:FisMoo79	jacm	1979	FisMoo	JACM:FisMoo79	DBLP:journals/jacm/FishmanM79
journals/jacm/FischerP94	JACM:FisPat94	jacm	1994	FisPat	JACM:FisPat94	DBLP:journals/jacm/FischerP94
journals/jacm/Fischer03	JACM:Fischer03	jacm	2003	Fischer	JACM:Fischer03	DBLP:journals/jacm/Fischer03
journals/jacm/Fischer65	JACM:Fischer65a	jacm	1965	Fischer	JACM:Fischer65	DBLP:journals/jacm/Fischer65
journals/jacm/Fischer65a	JACM:Fischer65b	jacm	1965	Fischer	JACM:Fischer65	DBLP:journals/jacm/Fischer65a
journals/jacm/Fisher56	JACM:Fisher56	jacm	1956	Fisher	JACM:Fisher56	DBLP:journals/jacm/Fisher56
journals/jacm/Fisher58	JACM:Fisher58	jacm	1958	Fisher	JACM:Fisher58	DBLP:journals/jacm/Fisher58
journals/jacm/Fitzpatrick60	JACM:Fitzpatrick60	jacm	1960	Fitzpatrick	JACM:Fitzpatrick60	DBLP:journals/jacm/Fitzpatrick60
journals/jacm/FlajoletP86	JACM:FlaPue86	jacm	1986	FlaPue	JACM:FlaPue86	DBLP:journals/jacm/FlajoletP86
journals/jacm/FlajoletSV06	JACM:FlaSzpVal06	jacm	2006	FlaSzpVal	JACM:FlaSzpVal06	DBLP:journals/jacm/FlajoletSV06
journals/jacm/FlescaFM08	JACM:FleFurMas08	jacm	2008	FleFurMas	JACM:FleFurMas08	DBLP:journals/jacm/FlescaFM08
journals/jacm/FleckHO72	JACM:FleHedOeh72	jacm	1972	FleHedOeh	JACM:FleHedOeh72	DBLP:journals/jacm/FleckHO72
journals/jacm/Fleck62	JACM:Fleck62	jacm	1962	Fleck	JACM:Fleck62	DBLP:journals/jacm/Fleck62
journals/jacm/Fleck65	JACM:Fleck65	jacm	1965	Fleck	JACM:Fleck65	DBLP:journals/jacm/Fleck65
journals/jacm/Flinn60	JACM:Flinn60	jacm	1960	Flinn	JACM:Flinn60	DBLP:journals/jacm/Flinn60
journals/jacm/FloydU82	JACM:FloUll82	jacm	1982	FloUll	JACM:FloUll82	DBLP:journals/jacm/FloydU82
journals/jacm/Flores60	JACM:Flores60	jacm	1960	Flores	JACM:Flores60	DBLP:journals/jacm/Flores60
journals/jacm/Flores61	JACM:Flores61	jacm	1961	Flores	JACM:Flores61	DBLP:journals/jacm/Flores61
journals/jacm/Flores64	JACM:Flores64	jacm	1964	Flores	JACM:Flores64	DBLP:journals/jacm/Flores64
journals/jacm/Floyd61	JACM:Floyd61	jacm	1961	Floyd	JACM:Floyd61	DBLP:journals/jacm/Floyd61
journals/jacm/Floyd63	JACM:Floyd63	jacm	1963	Floyd	JACM:Floyd63	DBLP:journals/jacm/Floyd63
journals/jacm/Floyd67	JACM:Floyd67	jacm	1967	Floyd	JACM:Floyd67	DBLP:journals/jacm/Floyd67
journals/jacm/FlumFG02	JACM:FluFriGro02	jacm	2002	FluFriGro	JACM:FluFriGro02	DBLP:journals/jacm/FlumFG02
journals/jacm/FominGK09	JACM:FomGraKra09	jacm	2009	FomGraKra	JACM:FomGraKra09	DBLP:journals/jacm/FominGK09
journals/jacm/FominLS18	JACM:FomLokSau18	jacm	2018	FomLokSau	JACM:FomLokSau18	DBLP:journals/jacm/FominLS18
journals/jacm/FonluptN93	JACM:FonNac93	jacm	1993	FonNac	JACM:FonNac93	DBLP:journals/jacm/FonluptN93
journals/jacm/FortuneLO83	JACM:ForLeiOap83	jacm	1983	ForLeiOap	JACM:ForLeiOap83	DBLP:journals/jacm/FortuneLO83
journals/jacm/Fox70	JACM:Fox70	jacm	1970	Fox	JACM:Fox70	DBLP:journals/jacm/Fox70
journals/jacm/FrazerB72	JACM:FraBen72	jacm	1972	FraBen	JACM:FraBen72	DBLP:journals/jacm/FrazerB72
journals/jacm/FranklinGY00	JACM:FraGalYun00	jacm	2000	FraGalYun	JACM:FraGalYun00	DBLP:journals/jacm/FranklinGY00
journals/jacm/FranceschiniG05	JACM:FraGef05	jacm	2005	FraGef	JACM:FraGef05	DBLP:journals/jacm/FranceschiniG05
journals/jacm/FraigniaudK16	JACM:FraKor16	jacm	2016	FraKor	JACM:FraKor16	DBLP:journals/jacm/FraigniaudK16
journals/jacm/FraigniaudKP13	JACM:FraKorPel13	jacm	2013	FraKorPel	JACM:FraKorPel13	DBLP:journals/jacm/FraigniaudKP13
journals/jacm/FraigniaudKR19	JACM:FraKorRod19	jacm	2019	FraKorRod	JACM:FraKorRod19	DBLP:journals/jacm/FraigniaudKR19
journals/jacm/FranekK15	JACM:FraKrc15	jacm	2015	FraKrc	JACM:FraKrc15	DBLP:journals/jacm/FranekK15
journals/jacm/FrazerM70	JACM:FraMck70	jacm	1970	FraMck	JACM:FraMck70	DBLP:journals/jacm/FrazerM70
journals/jacm/FrandsenMS97	JACM:FraMilSky97	jacm	1997	FraMilSky	JACM:FraMilSky97	DBLP:journals/jacm/FrandsenMS97
journals/jacm/FranaszekW74	JACM:FraWag74	jacm	1974	FraWag	JACM:FraWag74	DBLP:journals/jacm/FranaszekW74
journals/jacm/Fraenkel61	JACM:Fraenkel61	jacm	1961	Fraenkel	JACM:Fraenkel61	DBLP:journals/jacm/Fraenkel61
journals/jacm/Frank58	JACM:Frank58	jacm	1958	Frank	JACM:Frank58	DBLP:journals/jacm/Frank58
journals/jacm/Frank60	JACM:Frank60	jacm	1960	Frank	JACM:Frank60	DBLP:journals/jacm/Frank60
journals/jacm/Frank69	JACM:Frank69	jacm	1969	Frank	JACM:Frank69	DBLP:journals/jacm/Frank69
journals/jacm/Franklin58	JACM:Franklin58	jacm	1958	Franklin	JACM:Franklin58	DBLP:journals/jacm/Franklin58
journals/jacm/Fraser65	JACM:Fraser65	jacm	1965	Fraser	JACM:Fraser65	DBLP:journals/jacm/Fraser65
journals/jacm/Fraser76	JACM:Fraser76	jacm	1976	Fraser	JACM:Fraser76	DBLP:journals/jacm/Fraser76
journals/jacm/FreibergerJ60	JACM:FreJon60	jacm	1960	FreJon	JACM:FreJon60	DBLP:journals/jacm/FreibergerJ60
journals/jacm/FreivaldsKS95	JACM:FreKinSmi95	jacm	1995	FreKinSmi	JACM:FreKinSmi95	DBLP:journals/jacm/FreivaldsKS95
journals/jacm/FredmanKS84	JACM:FreKomSze84	jacm	1984	FreKomSze	JACM:FreKomSze84	DBLP:journals/jacm/FredmanKS84
journals/jacm/FredericksonL87	JACM:FreLyn87	jacm	1987	FreLyn	JACM:FreLyn87	DBLP:journals/jacm/FredericksonL87
journals/jacm/FreudensteinR63	JACM:FreRot63	jacm	1963	FreRot	JACM:FreRot63	DBLP:journals/jacm/FreudensteinR63
journals/jacm/FredmanT87	JACM:FreTar87	jacm	1987	FreTar	JACM:FreTar87	DBLP:journals/jacm/FredmanT87
journals/jacm/Frederickson79	JACM:Frederickson79	jacm	1979	Frederickson	JACM:Frederickson79	DBLP:journals/jacm/Frederickson79
journals/jacm/Frederickson83	JACM:Frederickson83	jacm	1983	Frederickson	JACM:Frederickson83	DBLP:journals/jacm/Frederickson83
journals/jacm/Frederickson91	JACM:Frederickson91	jacm	1991	Frederickson	JACM:Frederickson91	DBLP:journals/jacm/Frederickson91
journals/jacm/Fredman81	JACM:Fredman81	jacm	1981	Fredman	JACM:Fredman81	DBLP:journals/jacm/Fredman81
journals/jacm/Fredman82	JACM:Fredman82	jacm	1982	Fredman	JACM:Fredman82	DBLP:journals/jacm/Fredman82
journals/jacm/Fredman99	JACM:Fredman99	jacm	1999	Fredman	JACM:Fredman99	DBLP:journals/jacm/Fredman99
journals/jacm/Freuder82	JACM:Freuder82	jacm	1982	Freuder	JACM:Freuder82	DBLP:journals/jacm/Freuder82
journals/jacm/Freuder85	JACM:Freuder85	jacm	1985	Freuder	JACM:Freuder85	DBLP:journals/jacm/Freuder85
journals/jacm/FrischCB08	JACM:FriCasBen08	jacm	2008	FriCasBen	JACM:FriCasBen08	DBLP:journals/jacm/FrischCB08
journals/jacm/FrickG01	JACM:FriGro01	jacm	2001	FriGro	JACM:FriGro01	DBLP:journals/jacm/FrickG01
journals/jacm/FriedmanH01	JACM:FriHal01	jacm	2001	FriHal	JACM:FriHal01	DBLP:journals/jacm/FriedmanH01
journals/jacm/FriezeKV04	JACM:FriKanVem04	jacm	2004	FriKanVem	JACM:FriKanVem04	DBLP:journals/jacm/FriezeKV04
journals/jacm/FriedrichsL18	JACM:FriLen18	jacm	2018	FriLen	JACM:FriLen18	DBLP:journals/jacm/FriedrichsL18
journals/jacm/Friedli73	JACM:Friedli73	jacm	1973	Friedli	JACM:Friedli73	DBLP:journals/jacm/Friedli73
journals/jacm/Friedman62	JACM:Friedman62	jacm	1962	Friedman	JACM:Friedman62	DBLP:journals/jacm/Friedman62
journals/jacm/Friedman63	JACM:Friedman63a	jacm	1963	Friedman	JACM:Friedman63	DBLP:journals/jacm/Friedman63
journals/jacm/Friedman63a	JACM:Friedman63b	jacm	1963	Friedman	JACM:Friedman63	DBLP:journals/jacm/Friedman63a
journals/jacm/Friend56	JACM:Friend56	jacm	1956	Friend	JACM:Friend56	DBLP:journals/jacm/Friend56
journals/jacm/Froese61	JACM:Froese61	jacm	1961	Froese	JACM:Froese61	DBLP:journals/jacm/Froese61
journals/jacm/FrumkinW02	JACM:FruWij02	jacm	2002	FruWij	JACM:FruWij02	DBLP:journals/jacm/FrumkinW02
journals/jacm/FuchsK85	JACM:FucKaf85	jacm	1985	FucKaf	JACM:FucKaf85	DBLP:journals/jacm/FuchsK85
journals/jacm/FuggerNS21	JACM:FugNowSch21	jacm	2021	FugNowSch	JACM:FugNowSch21	DBLP:journals/jacm/FuggerNS21
journals/jacm/FullerB75	JACM:FulBas75	jacm	1975	FulBas	JACM:FulBas75	DBLP:journals/jacm/FullerB75
journals/jacm/FulekT22	JACM:FulTot22	jacm	2022	FulTot	JACM:FulTot22	DBLP:journals/jacm/FulekT22
journals/jacm/FurstGM88	JACM:FurGroMcg88	jacm	1988	FurGroMcg	JACM:FurGroMcg88	DBLP:journals/jacm/FurstGM88
journals/jacm/FusseneggerG79	JACM:FusGab79	jacm	1979	FusGab	JACM:FusGab79	DBLP:journals/jacm/FusseneggerG79
journals/jacm/GeorgiouGGK13	JACM:GGGK13	jacm	2013	GGGK	JACM:GGGK13	DBLP:journals/jacm/GeorgiouGGK13
journals/jacm/Galanis0GLR17	JACM:GGGLR17	jacm	2017	GGGLR	JACM:GGGLR17	DBLP:journals/jacm/Galanis0GLR17
journals/jacm/GoodmanGMM88	JACM:GGMM88	jacm	1988	GGMM	JACM:GGMM88	DBLP:journals/jacm/GoodmanGMM88
journals/jacm/GeorgesGSTTDB24	JACM:GGSTTD24	jacm	2024	GGSTTD	JACM:GGSTTD24	DBLP:journals/jacm/GeorgesGSTTDB24
journals/jacm/GoosHJMPRT24	JACM:GHJMPR24	jacm	2024	GHJMPR	JACM:GHJMPR24	DBLP:journals/jacm/GoosHJMPRT24
journals/jacm/GordonHKL11	JACM:GHKL11	jacm	2011	GHKL	JACM:GHKL11	DBLP:journals/jacm/GordonHKL11
journals/jacm/GottlobHKL21	JACM:GHKL21	jacm	2021	GHKL	JACM:GHKL21	DBLP:journals/jacm/GottlobHKL21
journals/jacm/GuptaHLL22	JACM:GHLL22	jacm	2022	GHLL	JACM:GHLL22	DBLP:journals/jacm/GuptaHLL22
journals/jacm/GalilHLSW87	JACM:GHLSW87	jacm	1987	GHLSW	JACM:GHLSW87	DBLP:journals/jacm/GalilHLSW87
journals/jacm/GroheKKL22	JACM:GKKL22	jacm	2022	GKKL	JACM:GKKL22	DBLP:journals/jacm/GroheKKL22
journals/jacm/0001KKS14	JACM:GKKS14	jacm	2014	GKKS	JACM:GKKS14	DBLP:journals/jacm/0001KKS14
journals/jacm/GuptaKPR07	JACM:GKPR07	jacm	2007	GKPR	JACM:GKPR07	DBLP:journals/jacm/GuptaKPR07
journals/jacm/GottlobKPS05	JACM:GKPS05	jacm	2005	GKPS	JACM:GKPS05	DBLP:journals/jacm/GottlobKPS05
journals/jacm/GandhiKPS06	JACM:GKPS06	jacm	2006	GKPS	JACM:GKPS06	DBLP:journals/jacm/GandhiKPS06
journals/jacm/GroheLNS25	JACM:GLNS25	jacm	2025	GLNS	JACM:GLNS25	DBLP:journals/jacm/GroheLNS25
journals/jacm/GottlobLPR21	JACM:GLPR21	jacm	2021	GLPR	JACM:GLPR21	DBLP:journals/jacm/GottlobLPR21
journals/jacm/GuruswamiLRSW25	JACM:GLRSW25	jacm	2025	GLRSW	JACM:GLRSW25	DBLP:journals/jacm/GuruswamiLRSW25
journals/jacm/GottlobLVV12	JACM:GLVV12	jacm	2012	GLVV	JACM:GLVV12	DBLP:journals/jacm/GottlobLVV12
journals/jacm/GoldbergMPS00	JACM:GMPS00	jacm	2000	GMPS	JACM:GMPS00	DBLP:journals/jacm/GoldbergMPS00
journals/jacm/GalMPZ17	JACM:GMPZ17	jacm	2017	GMPZ	JACM:GMPZ17	DBLP:journals/jacm/GalMPZ17
journals/jacm/GaifmanMSV93	JACM:GMSV93	jacm	1993	GMSV	JACM:GMSV93	DBLP:journals/jacm/GaifmanMSV93
journals/jacm/GallierNPRS93	JACM:GNPRS93	jacm	1993	GNPRS	JACM:GNPRS93	DBLP:journals/jacm/GallierNPRS93
journals/jacm/GallierNRS92	JACM:GNRS92	jacm	1992	GNRS	JACM:GNRS92	DBLP:journals/jacm/GallierNRS92
journals/jacm/GuardOBS69	JACM:GOBS69	jacm	1969	GOBS	JACM:GOBS69	DBLP:journals/jacm/GuardOBS69
journals/jacm/GoaocPPTW19	JACM:GPPTW19	jacm	2019	GPPTW	JACM:GPPTW19	DBLP:journals/jacm/GoaocPPTW19
journals/jacm/GoguenTWW77	JACM:GTWW77	jacm	1977	GTWW	JACM:GTWW77	DBLP:journals/jacm/GoguenTWW77
journals/jacm/GeertsUKFC16	JACM:GUKFC16	jacm	2016	GUKFC	JACM:GUKFC16	DBLP:journals/jacm/GeertsUKFC16
journals/jacm/GabowGS89	JACM:GabGalSpe89	jacm	1989	GabGalSpe	JACM:GabGalSpe89	DBLP:journals/jacm/GabowGS89
journals/jacm/GabrielianG74	JACM:GabGin74	jacm	1974	GabGin	JACM:GabGin74	DBLP:journals/jacm/GabrielianG74
journals/jacm/GaborSH89	JACM:GabSupHsu89	jacm	1989	GabSupHsu	JACM:GabSupHsu89	DBLP:journals/jacm/GaborSH89
journals/jacm/GabowT91	JACM:GabTar91	jacm	1991	GabTar	JACM:GabTar91	DBLP:journals/jacm/GabowT91
journals/jacm/Gabbay16	JACM:Gabbay16	jacm	2016	Gabbay	JACM:Gabbay16	DBLP:journals/jacm/Gabbay16
journals/jacm/Gabow06	JACM:Gabow06	jacm	2006	Gabow	JACM:Gabow06	DBLP:journals/jacm/Gabow06
journals/jacm/Gabow76	JACM:Gabow76	jacm	1976	Gabow	JACM:Gabow76	DBLP:journals/jacm/Gabow76
journals/jacm/Gabow82	JACM:Gabow82	jacm	1982	Gabow	JACM:Gabow82	DBLP:journals/jacm/Gabow82
journals/jacm/GagieNP20	JACM:GagNavPre20	jacm	2020	GagNavPre	JACM:GagNavPre20	DBLP:journals/jacm/GagieNP20
journals/jacm/GaitondeT23	JACM:GaiTar23	jacm	2023	GaiTar	JACM:GaiTar23	DBLP:journals/jacm/GaitondeT23
journals/jacm/Gaina20	JACM:Gaina20	jacm	2020	Gaina	JACM:Gaina20	DBLP:journals/jacm/Gaina20
journals/jacm/GalE01	JACM:GalEck01	jacm	2001	GalEck	JACM:GalEck01	DBLP:journals/jacm/GalE01
journals/jacm/GalilIS99	JACM:GalItaSar99	jacm	1999	GalItaSar	JACM:GalItaSar99	DBLP:journals/jacm/GalilIS99
journals/jacm/GalilM79	JACM:GalMeg79	jacm	1979	GalMeg	JACM:GalMeg79	DBLP:journals/jacm/GalilM79
journals/jacm/GalilP83	JACM:GalPau83	jacm	1983	GalPau	JACM:GalPau83	DBLP:journals/jacm/GalilP83
journals/jacm/GallerR60	JACM:GalRoz60	jacm	1960	GalRoz	JACM:GalRoz60	DBLP:journals/jacm/GallerR60
journals/jacm/GalilS78	JACM:GalSei78	jacm	1978	GalSei	JACM:GalSei78	DBLP:journals/jacm/GalilS78
journals/jacm/GalanisSV15	JACM:GalSteVig15	jacm	2015	GalSteVig	JACM:GalSteVig15	DBLP:journals/jacm/GalanisSV15
journals/jacm/GalilT88	JACM:GalTar88	jacm	1988	GalTar	JACM:GalTar88	DBLP:journals/jacm/GalilT88
journals/jacm/Galil81	JACM:Galil81	jacm	1981	Galil	JACM:Galil81	DBLP:journals/jacm/Galil81
journals/jacm/Galil82	JACM:Galil82	jacm	1982	Galil	JACM:Galil82	DBLP:journals/jacm/Galil82
journals/jacm/Galil95	JACM:Galil95	jacm	1995	Galil	JACM:Galil95	DBLP:journals/jacm/Galil95
journals/jacm/GanardiJL21	JACM:GanJezLoh21	jacm	2021	GanJezLoh	JACM:GanJezLoh21	DBLP:journals/jacm/GanardiJL21
journals/jacm/GanorKR16	JACM:GanKolRaz16	jacm	2016	GanKolRaz	JACM:GanKolRaz16	DBLP:journals/jacm/GanorKR16
journals/jacm/GaoK94	JACM:GaoKau94	jacm	1994	GaoKau	JACM:GaoKau94	DBLP:journals/jacm/GaoK94
journals/jacm/Garcia-MolinaB85	JACM:GarBar85	jacm	1985	GarBar	JACM:GarBar85	DBLP:journals/jacm/Garcia-MolinaB85
journals/jacm/GarfinkelG78	JACM:GarGil78	jacm	1978	GarGil	JACM:GarGil78	DBLP:journals/jacm/GarfinkelG78
journals/jacm/GardnerG61	JACM:GarGos61	jacm	1961	GarGos	JACM:GarGos61	DBLP:journals/jacm/GardnerG61
journals/jacm/GareyJ76a	JACM:GarJoh76a	jacm	1976	GarJoh	JACM:GarJoh76	DBLP:journals/jacm/GareyJ76a
journals/jacm/GareyJ76b	JACM:GarJoh76b	jacm	1976	GarJoh	JACM:GarJoh76	DBLP:journals/jacm/GareyJ76b
journals/jacm/GareyJ78	JACM:GarJoh78	jacm	1978	GarJoh	JACM:GarJoh78	DBLP:journals/jacm/GareyJ78
journals/jacm/GarayKL24	JACM:GarKiaLeo24	jacm	2024	GarKiaLeo	JACM:GarKiaLeo24	DBLP:journals/jacm/GarayKL24
journals/jacm/GargS22	JACM:GarSri22	jacm	2022	GarSri	JACM:GarSri22	DBLP:journals/jacm/GargS22
journals/jacm/GasarchS92	JACM:GasSmi92	jacm	1992	GasSmi	JACM:GasSmi92	DBLP:journals/jacm/GasarchS92
journals/jacm/GasieniecS21	JACM:GasSta21	jacm	2021	GasSta	JACM:GasSta21	DBLP:journals/jacm/GasieniecS21
journals/jacm/Gati83	JACM:Gati83	jacm	1983	Gati	JACM:Gati83	DBLP:journals/jacm/Gati83
journals/jacm/Gauss59	JACM:Gauss59	jacm	1959	Gauss	JACM:Gauss59	DBLP:journals/jacm/Gauss59
journals/jacm/Gauss60	JACM:Gauss60	jacm	1960	Gauss	JACM:Gauss60	DBLP:journals/jacm/Gauss60
journals/jacm/Gauss61	JACM:Gauss61	jacm	1961	Gauss	JACM:Gauss61	DBLP:journals/jacm/Gauss61
journals/jacm/Gauss64	JACM:Gauss64	jacm	1964	Gauss	JACM:Gauss64	DBLP:journals/jacm/Gauss64
journals/jacm/Gautschi61	JACM:Gautschi61	jacm	1961	Gautschi	JACM:Gautschi61	DBLP:journals/jacm/Gautschi61
journals/jacm/GaverL71	JACM:GavLew71	jacm	1971	GavLew	JACM:GavLew71	DBLP:journals/jacm/GaverL71
journals/jacm/Gaver67	JACM:Gaver67	jacm	1967	Gaver	JACM:Gaver67	DBLP:journals/jacm/Gaver67
journals/jacm/Gaver71	JACM:Gaver71	jacm	1971	Gaver	JACM:Gaver71	DBLP:journals/jacm/Gaver71
journals/jacm/Gavish83	JACM:Gavish83	jacm	1983	Gavish	JACM:Gavish83	DBLP:journals/jacm/Gavish83
journals/jacm/GebauerST16	JACM:GebSzaTar16	jacm	2016	GebSzaTar	JACM:GebSzaTar16	DBLP:journals/jacm/GebauerST16
journals/jacm/GeffnerH23	JACM:GefHal23	jacm	2023	GefHal	JACM:GefHal23	DBLP:journals/jacm/GeffnerH23
journals/jacm/GelernterHG60	JACM:GelHanGer60	jacm	1960	GelHanGer	JACM:GelHanGer60	DBLP:journals/jacm/GelernterHG60
journals/jacm/GelderRS91	JACM:GelRosSch91	jacm	1991	GelRosSch	JACM:GelRosSch91	DBLP:journals/jacm/GelderRS91
journals/jacm/Gelder67	JACM:Gelder67	jacm	1967	Gelder	JACM:Gelder67	DBLP:journals/jacm/Gelder67
journals/jacm/Gelenbe75	JACM:Gelenbe75	jacm	1975	Gelenbe	JACM:Gelenbe75	DBLP:journals/jacm/Gelenbe75
journals/jacm/Gelenbe79	JACM:Gelenbe79	jacm	1979	Gelenbe	JACM:Gelenbe79	DBLP:journals/jacm/Gelenbe79
journals/jacm/Gentleman78	JACM:Gentleman78	jacm	1978	Gentleman	JACM:Gentleman78	DBLP:journals/jacm/Gentleman78
journals/jacm/GershinskyL64	JACM:GerLev64	jacm	1964	GerLev	JACM:GerLev64	DBLP:journals/jacm/GershinskyL64
journals/jacm/GerberichS57	JACM:GerSan57	jacm	1957	GerSan	JACM:GerSan57	DBLP:journals/jacm/GerberichS57
journals/jacm/GermanS92	JACM:GerSis92	jacm	1992	GerSis	JACM:GerSis92	DBLP:journals/jacm/GermanS92
journals/jacm/GhezziM80	JACM:GheMan80	jacm	1980	GheMan	JACM:GheMan80	DBLP:journals/jacm/GhezziM80
journals/jacm/GhoshHL25	JACM:GhoHofLas25	jacm	2025	GhoHofLas	JACM:GhoHofLas25	DBLP:journals/jacm/GhoshHL25
journals/jacm/GhoshS69	JACM:GhoSen69	jacm	1969	GhoSen	JACM:GhoSen69	DBLP:journals/jacm/GhoshS69
journals/jacm/GiacobazziRS00	JACM:GiaRanSco00	jacm	2000	GiaRanSco	JACM:GiaRanSco00	DBLP:journals/jacm/GiacobazziRS00
journals/jacm/Giammo64	JACM:Giammo64	jacm	1964	Giammo	JACM:Giammo64	DBLP:journals/jacm/Giammo64
journals/jacm/Gibbs69	JACM:Gibbs69	jacm	1969	Gibbs	JACM:Gibbs69	DBLP:journals/jacm/Gibbs69
journals/jacm/GillB74	JACM:GilBlu74	jacm	1974	GilBlu	JACM:GilBlu74	DBLP:journals/jacm/GillB74
journals/jacm/GillF67	JACM:GilFle67	jacm	1967	GilFle	JACM:GilFle67	DBLP:journals/jacm/GillF67
journals/jacm/GilpinS07	JACM:GilSan07	jacm	2007	GilSan	JACM:GilSan07	DBLP:journals/jacm/GilpinS07
journals/jacm/Gilbert66	JACM:Gilbert66	jacm	1966	Gilbert	JACM:Gilbert66	DBLP:journals/jacm/Gilbert66
journals/jacm/Gill60	JACM:Gill60	jacm	1960	Gill	JACM:Gill60	DBLP:journals/jacm/Gill60
journals/jacm/Gill63	JACM:Gill63	jacm	1963	Gill	JACM:Gill63	DBLP:journals/jacm/Gill63
journals/jacm/Gill65	JACM:Gill65	jacm	1965	Gill	JACM:Gill65	DBLP:journals/jacm/Gill65
journals/jacm/Gill66	JACM:Gill66	jacm	1966	Gill	JACM:Gill66	DBLP:journals/jacm/Gill66
journals/jacm/Gilmore68	JACM:Gilmore68	jacm	1968	Gilmore	JACM:Gilmore68	DBLP:journals/jacm/Gilmore68
journals/jacm/GinsburgG72	JACM:GinGre72	jacm	1972	GinGre	JACM:GinGre72	DBLP:journals/jacm/GinsburgG72
journals/jacm/GinsburgGH67	JACM:GinGreHar67a	jacm	1967	GinGreHar	JACM:GinGreHar67	DBLP:journals/jacm/GinsburgGH67
journals/jacm/GinsburgGH67a	JACM:GinGreHar67b	jacm	1967	GinGreHar	JACM:GinGreHar67	DBLP:journals/jacm/GinsburgGH67a
journals/jacm/GinsburgH68	JACM:GinHar68	jacm	1968	GinHar	JACM:GinHar68	DBLP:journals/jacm/GinsburgH68
journals/jacm/GinsburgH64	JACM:GinHib64	jacm	1964	GinHib	JACM:GinHib64	DBLP:journals/jacm/GinsburgH64
journals/jacm/GinsburgH70	JACM:GinHop70	jacm	1970	GinHop	JACM:GinHop70	DBLP:journals/jacm/GinsburgH70
journals/jacm/GinsburgH86	JACM:GinHul86	jacm	1986	GinHul	JACM:GinHul86	DBLP:journals/jacm/GinsburgH86
journals/jacm/GinsburgL76	JACM:GinLyn76	jacm	1976	GinLyn	JACM:GinLyn76	DBLP:journals/jacm/GinsburgL76
journals/jacm/GinsburgR62	JACM:GinRic62	jacm	1962	GinRic	JACM:GinRic62	DBLP:journals/jacm/GinsburgR62
journals/jacm/GinsburgR63	JACM:GinRos63a	jacm	1963	GinRos	JACM:GinRos63	DBLP:journals/jacm/GinsburgR63
journals/jacm/GinsburgR63a	JACM:GinRos63b	jacm	1963	GinRos	JACM:GinRos63	DBLP:journals/jacm/GinsburgR63a
journals/jacm/GinsburgS63	JACM:GinSpa63	jacm	1963	GinSpa	JACM:GinSpa63	DBLP:journals/jacm/GinsburgS63
journals/jacm/GinsburgS65	JACM:GinSpa65	jacm	1965	GinSpa	JACM:GinSpa65	DBLP:journals/jacm/GinsburgS65
journals/jacm/GinsburgU66	JACM:GinUll66a	jacm	1966	GinUll	JACM:GinUll66	DBLP:journals/jacm/GinsburgU66
